name,url,real_name,occupation,gender,height,weight,number_of_appearances,first_apperance_year,universe,place_of_birth,movie_appearances
Owen D'Ancanto,/wiki/Owen_D'Ancanto_(Earth-10005),Owen D'Ancanto  [1],,Male,,,1,2000.0,Earth-10005,,
Owen Shlottman,/wiki/Owen_Shlottman_(Earth-199999),Owen Shlottman,,Male,,,1,2015.0,Earth-199999,,
P. Xavier,/wiki/P._Xavier_(Earth-10005),P. Xavier,,Male,,,1,2006.0,Earth-10005,,
Paige Guthrie,/wiki/Paige_Guthrie_(Earth-10005),Paige Guthrie,,Female,,,1,,Earth-10005,,1.0
Pamela,/wiki/Pamela_(Earth-199999),Pamela,Secretary,Female,,,8,2015.0,Earth-199999,,
Patricia Walker,/wiki/Patricia_Walker_(Earth-199999),Patricia Walker,Talk Show Host; Former Child Actor,Female,1.7018,,12,2015.0,Earth-199999,,
Patricia Wilson,/wiki/Patricia_Wilson_(Earth-199999),Patricia Wilson,,Female,,,3,2016.0,Earth-199999,,
Paul Budiansky,/wiki/Paul_Budiansky_(Earth-TRN011),Paul Budiansky,Mercenary,Male,,,1,2008.0,Earth-TRN011,,1.0
Paul Cartier,/wiki/Paul_Cartier_(Earth-8096),Paul Cartier,,Male,,,4,2010.0,Earth-8096,,
Paul Duval,/wiki/Paul_Duval_(Earth-8096),Paul Duval,,Male,,,4,2010.0,Earth-8096,,
Peachy,/wiki/Peachy_(Earth-199999),,Prisoner,Male,,,2,2015.0,Earth-199999,,1.0
Pearl,/wiki/Pearl_(Earth-26320),,Archivist,Male,,,1,1998.0,Earth-26320,,1.0
Penny Marko,/wiki/Penny_Marko_(Earth-96283),Penny Marko,,Female,,,2,2007.0,Earth-96283,,1.0
Percival Pinkerton,/wiki/Percival_Pinkerton_(Earth-199999),Percival Pinkerton,Soldier,Male,,,1,2015.0,Earth-199999,,
Percival Pinkerton,/wiki/Percival_Pinkerton_(Earth-8096),Percival Pinkerton,,Male,,,2,,Earth-8096,,
Peter Corbeau,/wiki/Peter_Corbeau_(Earth-8096),Peter Corbeau,"Scientist, Commander",Male,,,2,2012.0,Earth-8096,,
Peter Horn,/wiki/Peter_Horn_(Earth-58460),Peter Horn,Shaman,Male,,,2,2004.0,Earth-58460,,1.0
Peter Maximoff,/wiki/Peter_Maximoff_(Earth-TRN414),Peter Maximoff,Adventurer,Male,,,2,2014.0,Earth-TRN414,,1.0
Peter Maximoff,/wiki/Peter_Maximoff_(Earth-10005),Peter Maximoff,Track runner; former thief,Male,,,1,2014.0,Earth-10005,,1.0
Peter Parker,/wiki/Peter_Parker_(Earth-120703),Peter Benjamin Parker,"High school student turned masked crime-fighter, vigilante, adventurer",Male,,,5,2012.0,Earth-120703,Forest Hills,2.0
Peter Parker,/wiki/Peter_Parker_(Earth-199999),Peter Parker,"Adventurer, Student, Vigilante",Male,,,4,2016.0,Earth-199999,Queens,1.0
Peter Parker,/wiki/Peter_Parker_(Earth-730911),Peter Parker,"Adventurer, photographer, college student",Male,,,15,1977.0,Earth-730911,New York City,1.0
Peter Parker,/wiki/Peter_Parker_(Earth-8096),Peter Parker,"Vigilante, adventurer, student, photographer for the Daily Bugle",Male,,,5,2011.0,Earth-8096,,
Peter Parker,/wiki/Peter_Parker_(Earth-96283),Peter Benjamin Parker,"Freelance photographer, vigilante, adventurer, student",Male,,,22,2002.0,Earth-96283,New York City,3.0
Peter Quill,/wiki/Peter_Quill_(Earth-10022),Peter Quill,,Male,,,1,,Earth-10022,,1.0
Peter Quill,/wiki/Peter_Quill_(Earth-199999),Peter Jason Quill,Outlaw,Male,,,3,2014.0,Earth-199999,Missouri,2.0
Peter Quill,/wiki/Peter_Quill_(Earth-8096),Peter Quill,Adventurer,Male,,,1,2012.0,Earth-8096,,
Peter Quill's father,/wiki/Peter_Quill's_father_(Earth-199999),,,Male,,,1,2014.0,Earth-199999,,
Peter Rasputin,/wiki/Peter_Rasputin_(Earth-TRN414),Peter Rasputin,Teacher; adventurer,Male,2.032,226.796,2,2014.0,Earth-TRN414,,3.0
Peter Rasputin,/wiki/Peter_Rasputin_(Earth-10005),Peter Rasputin,,Male,2.032,,6,2003.0,Earth-10005,Ukraine,2.0
Petra Larsen,/wiki/Petra_Larsen_(Earth-199999),Petra Larsen,Member of  Norse Paganist Hate Group,Female,,,1,2013.0,Earth-199999,,
Philip Stacy,/wiki/Philip_Stacy_(Earth-120703),Philip Stacy,,Male,,,2,2012.0,Earth-120703,,2.0
Philip Sterns,/wiki/Philip_Sterns_(Earth-8096),Philip Sterns,,Male,,,1,2010.0,Earth-8096,,
Philippa Sontag,/wiki/Philippa_Sontag_(Earth-10005),Philippa Sontag,,Female,,,1,2006.0,Earth-10005,Vietnam,
Phillip Coulson,/wiki/Phillip_Coulson_(Earth-199999),Phillip J. Coulson,Agent of S.H.I.E.L.D.,Male,1.8288,92.079176,116,2008.0,Earth-199999,Manitowoc,3.0
Phillip Coulson,/wiki/Phillip_Coulson_(Earth-8096),Phillip Coulson,S.H.I.E.L.D. agent,Male,,,1,2012.0,Earth-8096,,
Phillip Masters,/wiki/Phillip_Masters_(Earth-121698),Phillip Masters,,Male,,,1,2005.0,Earth-121698,,1.0
Phoenix Force,/wiki/Phoenix_Force_(Earth-8096),Phoenix Force,Psychic entity,,,,2,,Earth-8096,,
Phyla-Vell,/wiki/Phyla-Vell_(Earth-8096),Phyla-Vell,Adventurer,Female,,,1,2012.0,Earth-8096,Titan,
Pietro Maximoff,/wiki/Pietro_Maximoff_(Earth-8096),Pietro Maximoff,Terrorist,Male,1.8288,79.3786,9,2009.0,Earth-8096,,
Pietro Maximoff,/wiki/Pietro_Maximoff_(Earth-199999),Pietro Maximoff,,Male,,,3,2014.0,Earth-199999,,
Piotr Rasputin,/wiki/Piotr_Rasputin_(Earth-8096),Piotr Rasputin,,Male,1.9812,117.93392,4,,Earth-8096,,
Pip Gofern,/wiki/Pip_Gofern_(Earth-10022),Pip Gofern,,Male,,,1,,Earth-10022,,1.0
Pitt'o Nili,/wiki/Pitt'o_Nili_(Earth-8096),Pitt'o Nili,"Infiltrator, spy",Male,1.8796,108.86208,1,2011.0,Earth-8096,,
Priest,/wiki/Priest_(Earth-26320),,Assassin,Male,,,1,2002.0,Earth-26320,,
Priscilla D'Ancanto,/wiki/Priscilla_D'Ancanto_(Earth-10005),Priscilla D'Ancanto  [1],,Female,,,1,2000.0,Earth-10005,,
Private Lorraine,/wiki/Private_Lorraine_(Earth-199999),Lorraine,,Female,,,1,2011.0,Earth-199999,,
Psycho-Man,/wiki/Psycho-Man_(Earth-8096),Psycho-Man,,Male,,,1,2012.0,Earth-8096,,
Psylocke,/wiki/Psylocke_(Earth-10005),,Terrorist,Female,1.7018,,1,2006.0,Earth-10005,,
Quan Chen,/wiki/Quan_Chen_(Earth-199999),Quan Chen,S.H.I.E.L.D. Agent,Male,,,1,2013.0,Earth-199999,,
Quark,/wiki/Quark_(Earth-8096),Quark,,Male,,,1,2012.0,Earth-8096,,
Quentin Beck,/wiki/Quentin_Beck_(Earth-96283),Quentin Beck,Former Hollywood special effects designer and stunt man turned criminal,Male,,,1,2004.0,Earth-96283,Riverside,
Quentin Glass,/wiki/Quentin_Glass_(Earth-58732),Quentin Glass,,Male,,,4,2004.0,Earth-58732,,1.0
Quill,/wiki/Quill_(Earth-10005),,,Male,,,1,2006.0,Earth-10005,,
Quincy McIver,/wiki/Quincy_McIver_(Earth-8096),Quincy McIver,Criminal,Male,,,4,2011.0,Earth-8096,,
Quinn,/wiki/Quinn_(Earth-26320),Quinn,,Male,,,1,1998.0,Earth-26320,,1.0
R. Giyera,/wiki/R._Giyera_(Earth-199999),R. Giyera (full name unknown),"Security specialist, former  US Marine",Male,,,11,2015.0,Earth-199999,Hawaii,
Rachel Leighton,/wiki/Rachel_Leighton_(Earth-199999),Rachel Leighton,Mercenary,Female,,,1,2014.0,Earth-199999,,
Racquel,/wiki/Racquel_(Earth-26320),Racquel,seducer,Female,1.7272,,1,,Earth-26320,,1.0
Rafael Scarfe,/wiki/Rafael_Scarfe_(Earth-199999),Rafael Scarfe,Detective,Male,,,6,2016.0,Earth-199999,,
Raggadorr,/wiki/Raggadorr_(Earth-96173),Raggadorr,Scourge of demons,,,,1,1978.0,Earth-96173,,1.0
Rahne Sinclair,/wiki/Rahne_Sinclair_(Earth-10005),Rahne Sinclair,,Female,,,1,,Earth-10005,,1.0
Rahne Sinclair,/wiki/Rahne_Sinclair_(Earth-8096),Rahne Sinclair,,Female,,,2,2009.0,Earth-8096,,
Raina,/wiki/Raina_(Earth-199999),Raina (full name unknown),"Fugitive, formerly scientist, recruiter for Project Centipede",Female,,,19,2013.0,Earth-199999,,
Rajit Ratha,/wiki/Rajit_Ratha_(Earth-120703),Rajit Ratha,de facto Oscorp CEO,Male,,,1,2012.0,Earth-120703,,1.0
Ramon Garcia,/wiki/Ramon_Garcia_(Earth-8096),Ramón García,,Male,,,1,2012.0,Earth-8096,Puerto Rico,
Ramone,/wiki/Ramone_(Earth-TRN414),Ramone (full name unknown),Mafioso,Male,,,1,2014.0,Earth-TRN414,,1.0
Randolph Cherryh,/wiki/Randolph_Cherryh_(Earth-199999),Randolph Cherryh,,Male,,,2,2015.0,Earth-199999,,
Raven Darkholme,/wiki/Raven_Darkholme_(Earth-10005),Raven Darkholme,"Formerly terrorist, government agent",Female,1.8034,,13,2000.0,Earth-10005,,3.0
Raven Darkholme,/wiki/Raven_Darkholme_(Earth-8096),Raven Darkholme,,Female,,,6,2009.0,Earth-8096,,
Raven Darkholme,/wiki/Raven_Darkholme_(Earth-TRN414),Raven Darkholme,Former government agent,Female,1.7526,,2,2014.0,Earth-TRN414,,1.0
Ravonna Renslayer,/wiki/Ravonna_Renslayer_(Earth-8096),Ravonna Renslayer,,Female,,,5,,Earth-8096,,
Ray Carter,/wiki/Ray_Carter_(Earth-8096),Ray Carter,,Male,,,1,2009.0,Earth-8096,,
Ray Krzeminski,/wiki/Ray_Krzeminski_(Earth-199999),Ray Walter Krzeminski   [1],SSR agent,Male,,,4,2015.0,Earth-199999,,
Ray Schoonover,/wiki/Ray_Schoonover_(Earth-199999),Ray Schoonover,Former United States Colonel,Male,,,2,2016.0,Earth-199999,,
Raymond Jones,/wiki/Raymond_Jones_(Earth-8096),Raymond Jones,,Male,,,1,2012.0,Earth-8096,,
Raza,/wiki/Raza_(Earth-199999),Raza,Terrorist leader,Male,,,4,2008.0,Earth-199999,,1.0
Recruiter,/wiki/Recruiter_(Earth-TRN414),,Recruiter for mutant factory,Male,,,1,2016.0,Earth-TRN414,,1.0
Reed Richards,/wiki/Reed_Richards_(Earth-10022),Reed Richards,"Adventurer, scientist",Male,,,1,,Earth-10022,Central City,1.0
Reed Richards,/wiki/Reed_Richards_(Earth-121698),Reed Richards,Scientist,Male,,,6,2005.0,Earth-121698,,1.0
Reed Richards,/wiki/Reed_Richards_(Earth-8096),Reed Richards,Scientist,Male,,,6,2011.0,Earth-8096,,
Reed Richards,/wiki/Reed_Richards_(Earth-TRN554),Reed Richards,"Scientist, adventurer; former student",Male,,,1,2015.0,Earth-TRN554,,1.0
Remy LeBeau,/wiki/Remy_LeBeau_(Earth-10005),Remy LeBeau,"Thief, Hustler",Male,,,2,2009.0,Earth-10005,New Orleans,2.0
Remy LeBeau,/wiki/Remy_LeBeau_(Earth-8096),Remy LeBeau,Thief,Male,1.8542,77.11064,2,,Earth-8096,,
Rene LaRoque,/wiki/Rene_LaRoque_(Earth-58460),Rene LaRoque,,Male,,,3,2004.0,Earth-58460,,1.0
Reva Connors,/wiki/Reva_Connors_(Earth-199999),Reva Connors,,Female,,,9,2015.0,Earth-199999,,
Rhomann Dey,/wiki/Rhomann_Dey_(Earth-199999),Rhomann Dey,"Nova Corps Denarian, formerly a Corpsman",Male,,,2,2014.0,Earth-199999,Xandar,1.0
Richard Jones,/wiki/Richard_Jones_(Earth-199999),"Richard Milhouse ""Rick"" Jones",Student,Male,,,1,2008.0,Earth-199999,,1.0
Richard Lumley,/wiki/Richard_Lumley_(Earth-199999),Richard Lumley,Former  S.H.I.E.L.D.  agent,Male,,,1,2014.0,Earth-199999,,
Richard Nixon,/wiki/Richard_Nixon_(Earth-10005),Richard Milhous Nixon,Politician,Male,,,1,,Earth-10005,,
Richard Nixon,/wiki/Richard_Nixon_(Earth-TRN414),Richard Milhous Nixon,"Politician, President of the United States",Male,,,1,2014.0,Earth-TRN414,,1.0
Richard Parker,/wiki/Richard_Parker_(Earth-120703),Richard Parker,Retired,Male,,,2,2012.0,Earth-120703,,2.0
Rick Ramirez,/wiki/Rick_Ramirez_(Earth-199999),Rick Ramirez,SSR agent,Male,,,1,2015.0,Earth-199999,,
Ricochet,/wiki/Ricochet_(Earth-8096),,,Female,,,1,2009.0,Earth-8096,,
Rita Conway,/wiki/Rita_Conway_(Earth-730911),Rita Conway,,Female,,,12,1978.0,Earth-730911,,
Rita Wayword,/wiki/Rita_Wayword_(Earth-8096),Rita Wayword,Pirate,Female,,,2,2009.0,Earth-8096,,
Robert Callaghan,/wiki/Robert_Callaghan_(Earth-14123),Robert Callaghan,Terrorist; former head of robotics program at San Fransokyo Institute of Technology,Male,,,1,2014.0,Earth-14123,,
Robert Drake,/wiki/Robert_Drake_(Earth-10005),Robert Drake,,Male,,,6,2000.0,Earth-10005,Fort Washington,3.0
Robert Drake,/wiki/Robert_Drake_(Earth-8096),Robert Drake,Adventurer,Male,1.7272,72.57472,15,,Earth-8096,,
Robert Drake,/wiki/Robert_Drake_(Earth-TRN414),Robert Drake,,Male,,,1,2014.0,Earth-TRN414,Fort Washington,1.0
Robert Gnucci,/wiki/Robert_Gnucci_(Earth-58732),Robert Gnucci,Crimelord,Male,,,1,2004.0,Earth-58732,,
Robert Gonzales,/wiki/Robert_Gonzales_(Earth-199999),Robert Gonzales,S.H.I.E.L.D. agent,Male,,,6,2015.0,Earth-199999,,
Robert Herman,/wiki/Robert_Herman_(Earth-10005),Robert Herman,,Male,,,1,2006.0,Earth-10005,,
Robert Hunter,/wiki/Robert_Hunter_(Earth-8096),Robert Hunter,,Male,,,1,2009.0,Earth-8096,,
Robert Kelly,/wiki/Robert_Kelly_(Earth-10005),Robert Kelly,Senator,Male,,,3,2000.0,Earth-10005,Woodstock,1.0
Robert Kelly,/wiki/Robert_Kelly_(Earth-8096),Robert Kelly,Senator,Male,,,8,,Earth-8096,,
Robert Ralston,/wiki/Robert_Ralston_(Earth-8096),Robert Ralston,Single,Male,,,2,,Earth-8096,,
Robert Ralston,/wiki/Robert_Ralston_(Earth-700029),Robert Ralston,Executive and board member overseeing advertising,Male,,,1,1996.0,Earth-700029,,1.0
Robert Saint,/wiki/Robert_Saint_(Earth-58732),Robert Saint,,Male,,,3,2004.0,Earth-58732,,1.0
Robert Shlottman,/wiki/Robert_Shlottman_(Earth-199999),Robert Shlottman,Contractor,Male,,,1,2015.0,Earth-199999,,
Roberta,/wiki/Roberta_(Earth-121698),Roberta,Receptionist,Female,,,1,,Earth-121698,Baxter Building,
Roberto Reyes,/wiki/Roberto_Reyes_(Earth-199999),Roberto Reyes,"Vigilante, Mechanic",Male,,,8,2016.0,Earth-199999,Los Angeles,
Roberto da Costa,/wiki/Roberto_da_Costa_(Earth-10005),Roberto da Costa,,Male,,,1,2014.0,Earth-10005,,2.0
Robyn,/wiki/Robyn_(Earth-199999),Robyn,,Female,,,6,2015.0,Earth-199999,,
Rocket Raccoon,/wiki/Rocket_Raccoon_(Earth-8096),Rocket Raccoon,Guardian of the Galaxy,Male,,,1,2012.0,Earth-8096,,
Rodney Thibadeaux,/wiki/Rodney_Thibadeaux_(Earth-58460),Rodney Thibadeaux,"Hunter, criminal",Male,,,1,2005.0,Earth-58460,,1.0
Rodrigo Guevara,/wiki/Rodrigo_Guevara_(Earth-120703),Rodrigo Guevara,Intern,Male,,,1,2012.0,Earth-120703,,1.0
Roeder,/wiki/Roeder_(Earth-199999),Roeder,SS-Oberst-Gruppenführer,Male,,,1,2011.0,Earth-199999,,
Roger Browning,/wiki/Roger_Browning_(Earth-199999),Roger Browning,Former S.H.I.E.L.D. agent,Male,,,1,2014.0,Earth-199999,,
Roger Dooley,/wiki/Roger_Dooley_(Earth-199999),Roger Dooley,Deputy Director of SSR,Male,,,8,2015.0,Earth-199999,,
Rogue,/wiki/Rogue_(Earth-8096),Anna Marie (presumed),"Superhero, Former Terrorist",Female,1.7272,54.43104,16,2009.0,Earth-8096,Caldecott County,
Roland Burroughs,/wiki/Roland_Burroughs_(Earth-8096),Roland Burroughs,Criminal,Male,,,4,2011.0,Earth-8096,,
Ronan,/wiki/Ronan_(Earth-199999),Ronan,Public Accuser of the  Kree Empire,Male,,,3,2014.0,Earth-199999,,2.0
Ronan,/wiki/Ronan_(Earth-8096),Ronan,Supreme Accuser of the Kree,Male,,,4,2012.0,Earth-8096,,
Ronny Drake,/wiki/Ronny_Drake_(Earth-10005),Ronny Drake,,Male,,,2,2003.0,Earth-10005,,1.0
Rosalie Octavius,/wiki/Rosalie_Octavius_(Earth-96283),Rosalie Octavius,,Female,,,3,2004.0,Earth-96283,,1.0
Rosalind Price,/wiki/Rosalind_Price_(Earth-199999),,Director of the ATCU,Female,,,8,2015.0,Earth-199999,,
Roscoe Sweeney,/wiki/Roscoe_Sweeney_(Earth-199999),Roscoe Sweeney,,Male,,,2,2015.0,Earth-199999,,
Rose Roberts,/wiki/Rose_Roberts_(Earth-199999),Rose Roberts,SSR Receptionist,Female,,,9,2015.0,Earth-199999,,
Roy Healy,/wiki/Roy_Healy_(Earth-199999),Roy Healy,Bartender,Male,,,3,2015.0,Earth-199999,,
Ruben,/wiki/Ruben_(Earth-199999),Ruben,,Male,,,5,2015.0,Earth-199999,,
Ruben Mackenzie,/wiki/Ruben_Mackenzie_(Earth-199999),Ruben Mackenzie,Unemployed,Male,,,1,2016.0,Earth-199999,,
Rufus Hunt,/wiki/Rufus_Hunt_(Earth-199999),Rufus Hunt,Enforcer for the Council of Nine,Male,,,3,2016.0,Earth-199999,,
Rush,/wiki/Rush_(Earth-26320),Rush,,Male,,,1,,Earth-26320,,
Russell Tresh,/wiki/Russell_Tresh_(Earth-700029),Russell Tresh,Scientist and research,Male,,,1,1996.0,Earth-700029,,1.0
Russian,/wiki/Russian_(Earth-58732),,,Male,,,3,2004.0,Earth-58732,,1.0
Ruth Bat-Seraph,/wiki/Ruth_Bat-Seraph_(Earth-10005),Ruth Bat-Seraph,,,,,1,,Earth-10005,,1.0
Sally Avril,/wiki/Sally_Avril_(Earth-120703),Sally Avril,Student,Female,,,1,2012.0,Earth-120703,,1.0
Sally Blevins,/wiki/Sally_Blevins_(Earth-10005),Sally Blevins,,Female,,,1,,Earth-10005,,1.0
Sam Koenig,/wiki/Sam_Koenig_(Earth-199999),Sam Koenig,S.H.I.E.L.D. agent,Male,,,5,2014.0,Earth-199999,,
Samantha Reyes,/wiki/Samantha_Reyes_(Earth-199999),Samantha Reyes,District Attorney,Female,,,7,2015.0,Earth-199999,,
Samuel Guthrie,/wiki/Samuel_Guthrie_(Earth-10005),Samuel Guthrie,,Male,,,1,,Earth-10005,,1.0
Samuel Paré,/wiki/Samuel_Paré_(Earth-8096),Samuel Paré,Refugee,Male,,,3,2009.0,Earth-8096,,
Samuel Sawyer,/wiki/Samuel_Sawyer_(Earth-199999),Samuel Sawyer,Soldier,Male,,,1,2015.0,Earth-199999,,
Samuel Sterns,/wiki/Samuel_Sterns_(Earth-199999),Samuel Sterns,"Research scientist, cellular biologist, professor",Male,1.651,,5,2008.0,Earth-199999,,1.0
Samuel Sterns,/wiki/Samuel_Sterns_(Earth-8096),Samuel Sterns,Scientist,Male,,,6,2010.0,Earth-8096,,
Samuel Wilson,/wiki/Samuel_Wilson_(Earth-199999),"Samuel ""Sam"" Wilson","Fugitive; former adventurer, U.S. Air Force Pararescue Jumper",Male,,,13,2014.0,Earth-199999,,1.0
Samuel Wilson,/wiki/Samuel_Wilson_(Earth-8096),Samuel Wilson,Superhero vigilante,Male,,,3,2012.0,Earth-8096,,
Santino,/wiki/Santino_(Earth-199999),Santino (full name unknown),,Male,,,2,2015.0,Earth-199999,,
Santo Vaccarro,/wiki/Santo_Vaccarro_(Earth-8096),Santo Vaccario,,Male,,,1,2009.0,Earth-8096,,
Sarah,/wiki/Sarah_(Earth-58460),Sarah (full name unrevealed),,Female,,,1,2005.0,Earth-58460,,1.0
Sarah Rogers,/wiki/Sarah_Rogers_(Earth-199999),Sarah Rogers,,Female,,,1,2011.0,Earth-199999,,
Sarah Ryall,/wiki/Sarah_Ryall_(Earth-8096),Sarah Ryall,Acolyte,Female,,,3,2009.0,Earth-8096,,
Sarah Vale,/wiki/Sarah_Vale_(Earth-8096),Sarah Vale,,Female,,,2,2009.0,Earth-8096,,
Sasha Demidov,/wiki/Sasha_Demidov_(Earth-199999),Sasha Demidov [1],Leviathan assassin,Male,,,4,2015.0,Earth-199999,,
Schneider,/wiki/Schneider_(Earth-199999),Schneider,Sturmbannführer,Male,,,1,2011.0,Earth-199999,,
Scientist Supreme,/wiki/Scientist_Supreme_(Earth-8096),,Scientist,Male,,,2,2010.0,Earth-8096,,
Scott Lang,/wiki/Scott_Lang_(Earth-199999),Scott Lang,"Adventurer, fugitive; formerly thief, electrical engineer",Male,,,7,2015.0,Earth-199999,United States of America,1.0
Scott Lang,/wiki/Scott_Lang_(Earth-8096),Scott Lang,Electrical Engineer; janitor,Male,,,2,2012.0,Earth-8096,,
Scott Summers,/wiki/Scott_Summers_(Earth-TRN414),Scott Summers,"Adventurer, former student",Male,1.8542,,2,2014.0,Earth-TRN414,Anchorage,2.0
Scott Summers,/wiki/Scott_Summers_(Earth-8096),Scott Summers,Adventurer,Male,1.8542,79.3786,17,2009.0,Earth-8096,Anchorage,
Scott Summers,/wiki/Scott_Summers_(Earth-10005),Scott Summers,"Adventurer, former student",Male,1.8542,,11,2000.0,Earth-10005,Anchorage,4.0
Seamus Mellencamp,/wiki/Seamus_Mellencamp_(Earth-8096),Seamus Mellencamp,,Male,,,5,2009.0,Earth-8096,,
Sean Cassidy,/wiki/Sean_Cassidy_(Earth-10005),Sean Cassidy,Student,Male,1.8034,79.3786,2,2011.0,Earth-10005,,2.0
Sean Cassidy,/wiki/Sean_Cassidy_(Earth-700029),Sean Cassidy,Teacher,Male,,,1,1996.0,Earth-700029,Ireland,1.0
Sebastian Derik,/wiki/Sebastian_Derik_(Earth-199999),Sebastian Derik,Former S.H.I.E.L.D. agent,Male,,,2,2014.0,Earth-199999,,
Sebastian Shaw,/wiki/Sebastian_Shaw_(Earth-10005),Sebastian Shaw,Leader of the  Hellfire Club,Male,,,4,2011.0,Earth-10005,,1.0
Sebastian Shaw,/wiki/Sebastian_Shaw_(Earth-8096),Sebastian Shaw,,Male,,,4,2009.0,Earth-8096,,
Selene Gallio,/wiki/Selene_Gallio_(Earth-8096),Selene Gallio,Sorceress,Female,,,4,2009.0,Earth-8096,,
Semyon,/wiki/Semyon_(Earth-199999),Semyon (full name unknown),,Male,,,2,2015.0,Earth-199999,,
Senator Boynton,/wiki/Senator_Boynton_(Earth-199999),Boynton (full name unknown),United States Senator,Male,,,1,2012.0,Earth-199999,,
Senator Brandt,/wiki/Senator_Brandt_(Earth-199999),Brandt (first name unknown),United States Senator,Male,,,3,2011.0,Earth-199999,,
Senator Stern,/wiki/Senator_Stern_(Earth-199999),Stern  (first name unknown),Politician; Chairman of Senate Armed Forces Committee,Male,,,5,2010.0,Earth-199999,,1.0
Sentry 459,/wiki/Sentry_459_(Earth-8096),Sentry 459,Warbot,,,,2,2010.0,Earth-8096,,
Sergei Kravinoff,/wiki/Sergei_Kravinoff_(Earth-96283),Sergei Kravinoff,"Mercenary, hunter",Male,,,2,2002.0,Earth-96283,,
Set,/wiki/Set_(Earth-8096),Set,,Male,15.24,22679.6,1,2012.0,Earth-8096,,
Seth Dormer,/wiki/Seth_Dormer_(Earth-199999),Seth Dormer,Student,Male,,,1,2014.0,Earth-199999,,
Shadrick Daniels,/wiki/Shadrick_Daniels_(Earth-8096),Shadrick Daniels,,Male,,,1,2012.0,Earth-8096,,
Shane Henson,/wiki/Shane_Henson_(Earth-199999),Shane Henson,,Male,,,1,2015.0,Earth-199999,,
Sharon Carter,/wiki/Sharon_Carter_(Earth-199999),Sharon Carter,Government agent; Former S.H.I.E.L.D. agent,Female,,,6,2014.0,Earth-199999,,
Sharon Xavier,/wiki/Sharon_Xavier_(Earth-10005),Sharon Xavier,,Female,,,1,2011.0,Earth-10005,,1.0
Shawna Lynde,/wiki/Shawna_Lynde_(Earth-199999),Shawna Lynde,,Female,,,1,2012.0,Earth-199999,,
Sheldon McFee,/wiki/Sheldon_McFee_(Earth-199999),Sheldon McFee,Delivery truck driver,Male,,,2,2015.0,Earth-199999,,
Shingen Yashida,/wiki/Shingen_Yashida_(Earth-10005),Shingen Yashida,Businessman,Male,,,1,2013.0,Earth-10005,Japan,1.0
Shirley Benson,/wiki/Shirley_Benson_(Earth-199999),Shirley Benson,Hospital administrator,Female,,,5,2015.0,Earth-199999,,
Shiro Yoshida,/wiki/Shiro_Yoshida_(Earth-10005),Shiro Yoshida,,Male,,,1,,Earth-10005,,1.0
Shiro Yoshida,/wiki/Shiro_Yoshida_(Earth-58732),Shiro Yoshida,Adventurer,Male,,,1,2005.0,Earth-58732,Japan,
Shou-Lao,/wiki/Shou-Lao_(Earth-199999),Shou-Lao,,Male,,,1,2017.0,Earth-199999,,
Sif,/wiki/Sif_(Earth-199999),Sif,"Adventurer, warrior",Female,,,14,2011.0,Earth-199999,,1.0
Sif,/wiki/Sif_(Earth-8096),Sif,Warrior,Female,1.8542,86.18248,7,2009.0,Earth-8096,Asgard,1.0
Silver Samurai,/wiki/Silver_Samurai_(Earth-10005),,"Head of  Hydra , Crimelord",Male,,,3,2006.0,Earth-10005,Japan,
Simon Stacy,/wiki/Simon_Stacy_(Earth-120703),Simon Stacy,,Male,,,1,2012.0,Earth-120703,,1.0
Simon Utrecht,/wiki/Simon_Utrecht_(Earth-8096),Simon Utrecht,Criminal,Male,,,2,2010.0,Earth-8096,,
Simon Utrecht,/wiki/Simon_Utrecht_(Earth-199999),Simon Utrecht,"Criminal, former Scientist",Male,,,1,2008.0,Earth-199999,,
Simon Williams,/wiki/Simon_Williams_(Earth-8096),Simon Williams,,Male,,,8,2010.0,Earth-8096,,
Sinthea Schmidt,/wiki/Sinthea_Schmidt_(Earth-199999),Sinthea Schmidt,Terrorist,Female,,,1,2014.0,Earth-199999,Germany,
Skullbuster,/wiki/Skullbuster_(Earth-8096),Skullbuster,Pirate,Male,,,2,2009.0,Earth-8096,,
Skurge,/wiki/Skurge_(Earth-8096),Skurge,Warrior,Male,,,13,2009.0,Earth-8096,Asgard,1.0
Sleeper,/wiki/Sleeper_(Earth-199999),Sleeper,Hydra Agent,Agender,,,1,2011.0,Earth-199999,,
Sleipnir,/wiki/Sleipnir_(Earth-199999),Sleipnir,Odin's Horse,Male,,,1,2011.0,Earth-199999,,1.0
Sleipnir,/wiki/Sleipnir_(Earth-8096),Sleipnir,Odin's Horse,Male,,,1,2011.0,Earth-8096,,
Snowman,/wiki/Snowman_(Earth-26320),,Assassin,Male,,,2,,Earth-26320,,
Sooraya Qadir,/wiki/Sooraya_Qadir_(Earth-8096),Sooraya Qadir,"Refugee, formerly fugitive, prisoner",Female,,,2,2009.0,Earth-8096,,
Spacker Dave,/wiki/Spacker_Dave_(Earth-58732),Dave  (last name unknown),,Male,1.7526,,4,2004.0,Earth-58732,,1.0
Spider Raymond,/wiki/Spider_Raymond_(Earth-199999),Spider Raymond,"Crimelord, club owner",Male,,,1,2015.0,Earth-199999,,
Spike,/wiki/Spike_(Earth-10005),,,Male,,,1,2006.0,Earth-10005,,
